sub_category	2024	2023	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964
GDE - Current MP (2010 Series) - HH Cons. by COICOP - Communication					80220.0	78259.8	88249.6	92151.08	85972.96	77317.14	65330.9	61308.03	57240.36	49046.06	45521.76																																														
GDE - Current MP (2010 Series) - HH Cons. by COICOP - Direct Purchases Abroad by Residents					146138.5	306639.7	281360.9	254215.83	234285.09	203723.29	174842.0	162890.0	97187.0	59720.0	55551.0																																														
GDE - Current MP (2010 Series) - HH Cons. by COICOP - Direct Purchases in Domestic Market by Non-Res					179033.6	650160.5	717593.3	603311.46	517216.19	409670.25	321550.0	225394.0	135835.0	94357.0	67355.0																																														
GDE - Current MP (2010 Series) - HH Cons. by COICOP - Education					143402.6	130599.2	118938.9	108319.64	99969.08	101799.8	123691.19	105562.45	104542.16	89045.46	73577.6																																														
GDE - Current MP (2010 Series) - HH Cons. by COICOP - Food and non-alcoholic beverages					3271821.6	2933327.3	2859216.5	2638074.38	2881218.67	2337709.86	1796837.29	1705716.09	1493620.46	1560394.75	1252042.76																																														
GDE - Current MP (2010 Series) - HH Cons. by COICOP - Furnishings, household equipment and routine h					105279.3	107535.6	104595.4	94647.69	127438.0	94717.02	90709.09	82313.23	92229.03	92847.85	66947.41																																														
GDE - Current MP (2010 Series) - HH Cons. by COICOP - Health					304726.0	298482.8	261770.4	236032.62	233233.23	208436.51	181913.46	179630.77	207851.1	195009.29	132203.31																																														
GDE - Current MP (2010 Series) - HH Cons. by COICOP - Housing, water, electricity, gas and other fue					1105003.3	1067992.8	1003610.7	932853.79	877268.78	769722.66	749919.23	688512.12	587210.42	495736.88	434569.69																																														
GDE - Current MP (2010 Series) - HH Cons. by COICOP - Individual consumption (IC) expenditure of HHs					10622640.4	10828700.5	10212309.3	9291596.3	8797387.06	7582122.49	7128654.9	6546172.65	5730362.41	5179516.31	4402019.11																																														
GDE - Current MP (2010 Series) - HH Cons. by COICOP - Individual consumption expenditure of general					560537.5	475781.8	371615.3	355291.38	327713.08	319119.21	260395.32	226233.88	188297.87	181451.04	154763.73																																														
GDE - Current MP (2010 Series) - HH Cons. by COICOP - Miscellaneous goods and services					2273419.7	2263144.5	2126825.6	1918612.27	1746733.53	1605552.51	1767442.09	1608264.07	1263922.28	982247.84	864653.73																																														
GDE - Current MP (2010 Series) - HH Cons. by COICOP - Recreation and culture					186054.7	176675.5	168492.0	152375.89	162827.96	167777.58	89918.81	73558.1	81665.68	91721.65	78776.33																																														
GDE - Current MP (2010 Series) - HH Cons. by COICOP - Restaurants and hotels					273495.4	415640.7	415038.3	377305.94	337098.9	312314.69	306229.79	285456.77	283301.82	206749.58	161458.52																																														
GDE - Current MP (2010 Series) - HH Cons. by COICOP - Transport					2136008.3	2540739.4	2323639.4	2070723.65	1674661.28	1363317.86	1548475.77	1353718.21	1208046.65	954787.44	858403.98																																														
GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing					1251921.24	1132064.97	1146672.03	1043994.2	890925.08	896228.51	829576.94	735381.85	650509.62	637567.21	544914.27																																														
GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Animal Production					139960.91	134294.62	123174.09	103728.11	92501.22	65517.03	57283.51	40333.81	28955.95	27320.0	27229.78																																														
GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Forestry and Loggin					105760.08	107201.92	106736.38	100596.79	83815.88	75549.38	71766.71	64071.8	51151.78	46681.32	43338.68																																														
GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Fresh water fishing					30702.34	27013.03	26766.05	18602.69	14306.97	15304.89	16042.98	13460.21	13244.46	11916.37	9736.72																																														
GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Growing of Cereals					37500.51	19615.56	19550.79	18241.54	16502.79	20384.88	18454.34	17592.37	14195.7	11810.58	10547.7																																														
GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Growing of Oleagino					109611.97	81480.93	110736.08	103772.62	75804.56	95586.3	79820.27	74654.24	59794.65	70123.5	60230.99																																														
GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Growing of Rice					168512.32	136070.72	140056.53	88565.36	72810.54	118097.84	100931.4	66850.94	61920.6	68033.93	60086.15																																														
GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Growing of Sugar ca					4567.08	3473.12	3377.98	3518.5	3498.78	2801.14	3430.68	3262.93	2622.83	2319.32	2441.73																																														
GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Growing of Tea (Gre					108543.79	99341.32	109175.2	116547.89	82136.05	75788.75	91532.8	90920.66	76361.81	70063.89	72207.68																																														
GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Growing of Vegetabl					133317.4	100534.64	103590.19	100037.01	85842.91	90545.93	73091.1	69064.75	58218.77	58512.26	47703.95																																														
GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Growing of fruits					116135.38	109540.74	98810.81	84327.9	64559.29	55257.95	45696.74	44839.44	40185.0	38451.86	36609.79																																														
GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Growing of other be					3863.65	2120.86	3284.79	2044.01	2095.53	1365.86	1622.48	1262.98	1488.07	1388.35	1294.62																																														
GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Growing of other pe					32544.66	27555.8	24323.21	24164.75	25673.9	24507.41	22635.59	19250.85	18473.85	16276.87	14496.39																																														
GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Growing of rubber					17421.96	15771.61	23134.45	18961.92	10717.57	14225.84	17436.66	31493.18	46938.12	66721.81	44410.93																																														
GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Growing of spices,					94891.81	84717.8	87443.1	87678.41	86460.34	80564.17	75735.14	49506.9	48959.63	42400.18	28468.08																																														
GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Marine fishing and					135409.13	169976.36	152549.06	159140.87	159309.58	146923.17	141986.67	137650.81	117494.81	96626.59	77578.51																																														
GDP - Current Market Prices (2010 Series) - Agriculture, Forestry and Fishing - Plant propagation a					13178.24	13355.96	13963.32	14065.83	14889.16	13807.97	12109.87	11165.98	10503.59	8920.39	8532.56																																														
GDP - Current Market Prices (2010 Series) - Gross Domestic Product at Market Price					14972995.16	15012953.41	14290906.88	13328103.39	11996083.3	10950620.53	10361151.07	9592124.97	8732463.31	7219106.29	6413668.47																																														
GDP - Current Market Prices (2010 Series) - Gross National Income at Market Price					14567811	14580704	13901306	12975247	11676431.24	10675880	10125078	9366038.77	8577574.1	7147065.29	6343892.47																																														
GDP - Current Market Prices (2010 Series) - Gross Value Added (GVA) at Basic Price					14115700.84	13969402.62	13090130.79	12089701.93	10999588.63	10154839.01	9657193.77	8939254.31	8139567.94	6639104.0	5758104.3																																														
GDP - Current Market Prices (2010 Series) - Industries					3930042.44	4114101.55	3752368.38	3568559.52	3337427.5	2975231.71	2931998.41	2797328.19	2630765.99	2021036.94	1708867.18																																														
GDP - Current Market Prices (2010 Series) - Industries - Construction					1015771.7	1121658.88	1050428.32	1040977.6	934787.21	830411.93	813689.24	715454.73	621140.4	451714.09	336381.44																																														
GDP - Current Market Prices (2010 Series) - Industries - Electricity, gas, steam and air conditionin					116710.24	118652.53	106773.64	90954.16	86881.75	82965.85	77638.88	90538.8	78832.61	67664.59	68491.16																																														
GDP - Current Market Prices (2010 Series) - Industries - Manufacture of basic metals and fabricated					66775.48	68917.46	58770.16	47452.32	41259.08	39297.56	33634.77	34299.51	32085.6	29705.48	31665.03																																														
GDP - Current Market Prices (2010 Series) - Industries - Manufacture of chemical products and basic					114429.58	115077.42	74162.76	80885.04	85181.69	73803.71	74134.5	62740.18	54254.3	41292.75	69450.31																																														
GDP - Current Market Prices (2010 Series) - Industries - Manufacture of coke and refined petroleum p					63059.88	83917.04	45276.69	30496.48	5048.89	20399.28	66690.36	66063.92	40338.83	5872.39	22280.52																																														
GDP - Current Market Prices (2010 Series) - Industries - Manufacture of food, beverages & Tobacco pr					945657.68	897828.76	898825.52	842026.71	856778.01	823460.98	759353.83	801748.17	798849.19	604367.16	433768.82																																														
GDP - Current Market Prices (2010 Series) - Industries - Manufacture of furniture					64850.01	65297.82	52007.15	54751.05	43014.7	78568.88	78966.59	57966.28	59515.52	56841.05	56401.77																																														
GDP - Current Market Prices (2010 Series) - Industries - Manufacture of machinery and equipment i.e.					78933.65	73356.43	61386.57	57387.39	51765.39	46309.08	33421.4	34584.34	33734.73	34118.7	35909.13																																														
GDP - Current Market Prices (2010 Series) - Industries - Manufacture of paper products, printing an					58875.6	63175.87	53116.7	50404.19	48768.09	39574.62	36584.61	28261.48	26988.73	28324.87	26093.79																																														
