sub_category	2024	2023	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964
GDP - Constant (2002) Prices - Agriculture - Rubber										3804	4117.83	6083.22	6693.25	7118.53	6982.78	6197.62	5743.4	5204.9	4993.0	4772.6	4332.0	4208.0	4139.6																																						
GDP - Constant (2002) Prices - Agriculture - Tea										28948	29844.12	29476.7	28506.61	28431.51	28769.56	25271.85	27601.24	26493.67	26988.0	27544.0	26753.0	26330.0	26918.1																																						
GDP - Constant (2002) Prices - Gross Domestic Product										3705563	3506663.91	3266041.33	3045287.88	2863690.89	2645541.93	2449213.73	2365501.11	2232656.0	2090563.8	1941671.46	1827597.46	1733222.38	1636036.64																																						
GDP - Constant (2002) Prices - Gross National Income										3618211.0	3421846.0	3180910.0	2983048.0	2832162.0	2612603.0	2420951.87	2309171.26	2208290.64	2061806.3	1917884.0	1809475.0	1717497.0	863281.0																																						
GDP - Constant (2002) Prices - Industry										1186737	1132891.68	1016885.78	925152.5	838931.64	760333.66	701128.96	672791.3	635198.65	590297.78	545981.1	505602.1	479646.5	458264.1																																						
GDP - Constant (2002) Prices - Industry - Construction										355658	339906.0	282741.86	247091.19	203203.93	177912.45	162790.01	154173.4	142996.1	131247.9	120196.1	110259.0	104136.0	100403.6																																						
GDP - Constant (2002) Prices - Industry - Electricity, Gas and Water										90267	83542.03	79913.32	72451.87	69546.78	63682.31	58974.25	56847.0	55338.87	52926.01	46108.0	40445.1	38151.0	35608.0																																						
GDP - Constant (2002) Prices - Industry - Electricity, Gas and Water - Electricity										79796	74608.9	71619.9	64352.17	61722.06	56291.0	52016.85	50184.0	48302.77	46182.65	39757.0	34189.1	32142.0	29775.0																																						
GDP - Constant (2002) Prices - Industry - Electricity, Gas and Water - Gas										7066	5660.3	5180.54	5100.31	4855.0	4593.0	4280.0	4062.0	4524.6	4398.86	4087.0	4092.0	3904.0	3765.0																																						
GDP - Constant (2002) Prices - Industry - Electricity, Gas and Water - Water										3405	3272.82	3112.88	2999.39	2969.72	2798.31	2677.4	2601.0	2511.5	2344.5	2264.0	2164.0	2105.0	2068.0																																						
GDP - Constant (2002) Prices - Industry - Manufacturing										628807	604676.75	559843.1	520937.87	494990.03	458660.41	427334.39	413680.84	394232.74	370355.25	350886.0	330459.0	314203.5	302365.0																																						
GDP - Constant (2002) Prices - Industry - Manufacturing - Cottage Industry										34886	33599.0	32763.99	31173.9	29807.76	27867.55	26411.86	25569.74	24472.16	23165.72	21907.0	20601.0	19490.0	18539.0																																						
GDP - Constant (2002) Prices - Industry - Manufacturing - Factory Industry										576597	553101.2	509932.42	472720.77	449176.5	414924.5	385927.08	373214.5	355610.78	333371.7	315276.0	296349.0	281787.0	270266.0																																						
GDP - Constant (2002) Prices - Industry - Manufacturing - Processing (Tea, Rubber and Coconut)										17324	17976.55	17146.69	17043.2	16005.78	15868.36	14995.45	14896.6	14149.8	13817.84	13703.0	13509.0	12926.5	13560.0																																						
GDP - Constant (2002) Prices - Industry - Mining and Quarrying										112005	104766.9	94387.5	84671.57	71190.9	60078.5	52030.3	48090.06	42630.94	35768.61	28791.0	24439.0	23156.0	19887.5																																						
GDP - Constant (2002) Prices - Net Factor Income from Abroad											-86035.14	-85126.51	-62239.07	-31528.86	-32939.32	-28261.86	-56329.85	-24365.02	-28757.46	-23787.0	-18122.0	-15725.0	-13967.0																																						
GDP - Constant (2002) Prices - Services										2147910	2019972.75	1896572.21	1783318.12	1704604.85	1569598.0	1452988.16	1406813.1	1331587.08	1243118.84	1153839.16	1084459.16	1016045.28	944157.7																																						
GDP - Constant (2002) Prices - Services - Banking, Insurance and Real Estate etc.										322839	304478.4	285749.62	269743.73	252705.98	234255.44	217819.05	206048.0	193374.6	177817.19	163863.0	153143.0	144816.0	130465.2																																						
GDP - Constant (2002) Prices - Services - Government Services										230916	216477.47	213438.92	207559.04	204704.2	202187.0	191778.0	181051.0	171259.0	161610.97	153866.0	146030.0	140234.0	139094.0																																						
GDP - Constant (2002) Prices - Services - Hotels and Restaurants										28971	28675.92	25715.31	21029.23	17500.86	13844.61	9900.6	8741.0	9199.3	9411.1	9185.6	10690.8	8801.5	3459.9																																						
GDP - Constant (2002) Prices - Services - Ownership of Dwellings										80935	80177.79	79174.7	76925.82	75607.25	74692.41	74051.28	73137.0	72345.0	71533.47	70748.8	70007.6	69252.4	68370.8																																						
GDP - Constant (2002) Prices - Services - Private Services										84366	80030.14	75946.07	70779.49	67119.39	62617.36	59163.62	55895.6	52500.13	48689.3	45176.6	42460.0	40592.1	39691.0																																						
GDP - Constant (2002) Prices - Services - Transport and Communication										537891	511296.18	476721.27	435872.31	410402.13	368642.88	329577.73	310029.4	286763.96	259546.2	230596.7	210494.6	191871.7	173744.6																																						
GDP - Constant (2002) Prices - Services - Transport and Communication - Cargo Handling-Ports and Civ										25868	22716.38	21842.48	21193.65	20059.76	18706.41	16017.23	15951.2	14772.83	13583.2	11319.9	10261.7	9496.9	10292.8																																						
GDP - Constant (2002) Prices - Services - Transport and Communication - Post and Telecommunication										72167	69152.1	64031.57	57457.5	53254.22	46953.4	41474.6	37124.0	30342.73	24973.0	20543.4	15103.1	12090.3	10010.5																																						
GDP - Constant (2002) Prices - Services - Transport and Communication - Transport										439856	419427.7	390847.22	357221.17	337088.16	302983.07	272085.9	256954.2	241648.4	220990.0	198733.4	185129.8	170284.5	153441.3																																						
GDP - Constant (2002) Prices - Services - Wholesale and Retail Trade										861990	798836.85	739826.31	701408.5	676565.03	613358.3	570697.88	571911.1	546145.09	514510.6	480402.46	451633.16	420477.58	389332.2																																						
GDP - Constant (2002) Prices - Services - Wholesale and Retail Trade - Domestic Trade										418312	389713.9	360369.76	337002.41	315537.91	293602.2	272872.3	254399.5	239114.57	222328.45	204142.0	186873.0	176519.79	162153.0																																						
GDP - Constant (2002) Prices - Services - Wholesale and Retail Trade - Export Trade										137107	131572.6	125839.58	117960.49	117064.27	106279.0	102578.1	104860.6	103926.0	95535.39	92174.54	86736.02	80874.33	77334.2																																						
GDP - Constant (2002) Prices - Services - Wholesale and Retail Trade - Import Trade										306572	277550.35	253616.97	246445.6	243962.85	213477.1	195247.48	212651.0	203104.52	196646.76	184085.91	178024.13	163083.47	149845.0																																						
GDP - Exp. at Constant (2002) Prices - Consumption - Total Consumption Expenditure											2838733.8	2638171.0	2555330.0	2422786.16	2145035.93	1992819.59	1922863.0	1781906.0	1704633.0	1592251.0	1542120.0	1480831.0	1374112.0																																						
GDP - Exp. at Constant (2002) Prices - External Demand - Exports of Goods and Services											894037.5	852275.94	804793.14	803506.59	723879.81	665574.9	758971.67	756022.3	704408.29	678355.51	636081.18	590365.92	571195.0																																						
GDP - Exp. at Constant (2002) Prices - External Demand - Imports of Goods and Services											1305699.9	1192419.98	1196008.0	1190057.32	991714.44	880371.72	973711.0	936154.0	902463.39	843919.26	821827.13	753893.84	677676.0																																						
GDP - Exp. at Constant (2002) Prices - External Demand - Net External Demand											-411662.4	-340144.04	-391214.86	-386550.74	-267834.63	-214796.82	-214739.33	-180131.7	-198055.1	-165563.75	-185745.95	-163527.92	-106481.0																																						
GDP - Exp. at Constant (2002) Prices - GDCF - Changes in Stocks											97726.51	7248.37	884.86	31997.57	74180.03	35320.96	29940.44	35007.36	38031.1	31285.21	30743.21	42137.3	40000.0																																						
GDP - Exp. at Constant (2002) Prices - GDCF - Gross Domestic Fixed Capital Formation											981866.0	960766.0	880287.5	795458.0	694160.6	635870.0	627437.0	595874.0	545955.0	483699.0	440480.66	373781.3	328406.0																																						
GDP - Exp. at Constant (2002) Prices - GDCF - Gross Domestic Fixed Capital Formation - Government											206192.0	210750.0	189791.0	170243.0	154702.0	150386.0	130330.0	117285.0	91905.0	90138.23	49540.34	47783.61	39519.0																																						
GDP - Exp. at Constant (2002) Prices - GDCF - Gross Domestic Fixed Capital Formation - Private											775674.0	750016.0	690496.5	625215.0	539459.0	485484.0	497107.0	478589.0	454050.0	393561.23	390940.32	325997.72	288887.0																																						
GDP - Exp. at Constant (2002) Prices - Total Demand											3506663.91	3266041.33	3045288.0	2863691.0	2645541.93	2449213.73	2365501.11	2232655.66	2090564.0	1941671.46	1827597.26	1733221.68	1636037.0																																						
